target,text
0,"doesn't want to give her cat away, but knows its best..  leaving Hamilton in 3 weeks "
0,"I'm totally cheesed off,the weather blows and it's totally cramping my style "
4,@slayerizer Thanks for your help. 
4,@mysugarisraw anytime  btw twitter must not like how you look lmao lets mlp show though
4,i am waiting for the sergeant keroro season 2 (: hope it can be tomorrow 
0,I want to go home  This school is like jail... -.-&quot;
0,@ayazmatin I don't. I'm talking about the fact that the world won't let you follow your heart  Hmm. I wonder what I would choose.
4,updating here cyworld 
0,"Test tomorrow on 5 chapters. Womp, womp, womp "
0,is enjoying Saturday w/Adam... he leaves for Germany for a week on Tues. 
0,@GirlSixx you're gonna hate my guts for the email I'm about to send you.. haha 
4,FF @jonorth 
4,@Cwluc for that you get a thank you and a smile 
4,"@valentinechild trishy, buy na rin a new phone! para u can youtube and facebook rin thru the phone &amp; so you can receive messages on time! "
4,@jamesbrentbrown that's a fun fact! I like her voice and her cd so far  Have you checked it out?
0,"looking for a hairstyle , no idea what i want "
0,i have to work tomorrow and it's supposed to be my day off 
0,@miiiiiiiiiiiini does poopies explain it? first one is wednesday tho. done half of my notes for it. then need to learn it! ahaHAHAhaha 
0,@matthewmoloney I have no sound on my pc 
4,"@SimonBishop terrible defeatist attitude simon, never had you down as a quitter "
4,On a tour of AMAZING homes! I miss my friends right now! Need u guys!   Cya Monday!
0,every time i sit here looking at the computer i get sleepy 
4,@its_sarahmarie Bahahaha not at all! Hey whatever gets the wheels turning! 
0,4 days til Vegas ugh its monday and i feel weak hate ths feeling 
4,"meh-teno-bot-pyar-kardi  YAY! it means, i love you very much (in punjabi)"
0,@DJKUTCASE lmao noo I'm not eatin that! I'm wantin it! Lmao.. yo tengo hambre! 
0,@joshhebert I just asumed u were out 
4,what i cant wait for  http://twitpic.com/68oe1
4,Testing something... 
0,@bumblay lunch is like £3 so not much left if i eat....lol. Shiny new phone is good tho 
0,"@Sullivan_Smith oh no doubt, discovery is part of the process and fun, but certain things are universally baseline, and getting muddled "
0,"Gavin had ojo..  had to do the whole egg thing..... And it really worked,he stopped crying WOW!!! Hmmmm :/"
0,@Krys33 It's actually kind of sad that he continually went through that. Matty 
4,finally bought a maxi dress 
0,@TheEllenShow my best pal &amp; I wud love 2 win tickets to your show... but from Hong Kong... it's so far! 
0,I'm afraid they hate me now. 
4,@cyberpenguin its been lovely weather in Scotland-5 whole days w/out rain &amp;24C which has been glorious  went to the beach and hill walking
0,Haha @websurfer1232 and @MissionSixRoxur convo was funn! Hate this weather 
0,@keithfries Oh! I meant to stop by  I just got focused on my paper and forgot =/
0,Wow I'm not tired at all but I knw I'll pay 4 it in the morning!  I tried pullin out some demon bamboo things outside but it dint wrk out
4,@tbridge do you still have invited left?  I'd be interested 
4,@jimmyfallon Please incorporate the Running Man into every show! 
4,Thankfully managed to get all 6 ink cartridges for �25. Now that's more like it 
4,@sarahstanley Oh and I love the recipes! Thank you 
4,just watched 17 again just 2 hours ago in the mall 
4,not feeling well. di natunawan dahil sa stress 
4,@rickalfa12 shut up you fool. lol. i'm gonna work at an office. picking up phones and paperwork crap. 
4,today was boring...harry potter ftw 
0,"I feel sick, i feel hung over, I am hungry and i can smell thick gravy O_O ... yummmy "
0,@tinatinatinaaaa oh no! Don't fall asleep!! I didn't even get to shower! 
0,"Eyebrow threading, check, manicure, check, meet and greet outfits, check, euros, check, done packing.........not even close "
4,"ive never been, so im excited  @abigailbeatty"
4,@labeet The kebabs? I also added 1 tsp of runny honey too BTW  Haven't made before but hoping for success!
0,@Raeknightowl4 Hoot hoot Rae..finally done with hw..how the big CC?  I miss the beach 
4,@ohmygrace as long as the bleach doesnt make ur hair completely white then that sounds pretty cool 
4,@jbfanforever94 i'll follow you 
0,"jazz_santi= pure win win yes, im leaving for school now, new adventures lie ahead....  the only thing we have to fear is beef!"
4,Also be sure to check out my vector work - Vintage Fender Electric Guitar ~ http://tinyurl.com/nhczsz #shamelessSelfPromotion 
0,@cameronstewart I was just thinking that.  I was worried enough about hitting roos and pets while driving at night
0,@pieshopgirl right now someone needs to spoon feed me! Recovering from a nasty spider bite. Feel sick &amp; drugged @ the same time 
0,@cwpicketandco It's pretty warm out now! I forgot K was sick though. 
0,Huge headache...goodnight!! 
0,Wanting her own personal Edward Cullen 
4,@newley this is exactly the kind of stuff i'm looking for...keep it coming.  Hope the weekend with the beautiful people was grand...
4,@jkhewett Watching the news now no new news. @cnn has been posting updates. 
0,AtaDan will end today.  So I've started watching Kurosagi and have yet to finish BECK. Love imagining Hiro as Ryusuke. \m/
4,Just woke up (: how lazy of meeeee 
4,@Melancthe That's what I also think it might be... but I can't find any evidence for that! I might phone the IEC to be sure 
0,Went #spearfishing today and came home with crabs. 
4,@bruceswalker Another beautiful day here! My day was great and busy like usual.  How was your day? 
4,@flywonder03 i followed ya back on twitter 
4,"@elizbeans Still digging the @truelemon???  You'll love the lime and orange, too! Thanks for giving us a shot."
4,Gooooood morning world 
0,Last stop at QT before my journey north. 
0,@CathrynMarie they lost 1 bag 
0,"@April__Watson i really, really wish i could...but i don't think anyone would understand. especially if it's a jbfbdb-er "
4,"needs to talk to someone....hmm alicia....duh haha shes my girl. i havent seen her for 3 days, im about to upload pictures of washington "
4,So now I really need to go to bed because I have to be up for work in 6 hours! Good night ya'll 
4,"Woo! Learnt the start of Hey Bulldog on piano, and 5 other Beatles songs on guitar. "
0,Look at you go. 
4,@swatkatt nm..... did u get my msg d lazy bones one???? 
0,wtf! i didn't know there is red mango at eastwood mall 
4,@JheneAiko yayyyyyy   show these chicks what a REAL run is.
0,"@domipheus Good for you! I tried to here, but (!) as it's a holiday, people went mental and got all the yum stuff before i got off work "
0,@becklyn13 no fun at all 
0,uhhhh...........mine is worth 4 dollars 
0,@MaraRocks You hate me? 
0,"Last days, last words, last hugs, final goodbyes, thankyou cards, stupid pictures and a good day with my host sister....im going to cry "
0,Really really really really wants to go see Transformers 2 likee... NOW!!  so jealous.
4,I seriously can't wait AT ALL for the MTV movie awards! 
4,looks like our game might be canceled. d**n storms -_- if it's not though...the adults better be prepared to get their butts kicked! 
0,WTF?! I woke up again and its just almost midnight here! Aaaghhh... I'll try to go back to sleep! 
0,@Gaminegirlie Sorry about your loss!   *hugs*
4,"The food here looks amazing! Our dessert is Frozen Grand Marnier Souffle, of course we have to eat @ the bar "
0,Time for work...nooooooo! 
0,it seems like Rafa might not be up for Wimbledon this year  ...he lost to Lleyton in straights today in a exhibition...press con tomorrow
0,Blip.fm is down...I'm going back to normal tweeting for a while. 
0,"@ThaBombShelter  Sorry to hear, that really sucks... Hope you find him."
4,@girlwithnoname no idea 
4,"@Bruttis Appreciate the FF, thank you. "
4,Hahaha kevin didn't make peoples most beautiful people list but joe n nick did 
4,@db0y8199 Just cause u say he is..that i will follow @Cash07 then.. 
4,"@JasonKennedy1 we are from argentina and we always see e! news, you're awesome "
0,"Isn't it possible to have one week w/o another outrageous message from one german politician  ban killergames, ban the internet what next?"
0,is awake again at 5am with no one to talk to 
0,I ran out of baby banana's to eat 
0,@JRFARGAS Man That's What Everyone Is Telling Me 
0,okay...back to work 
0,Ohhh boy horrible night @ Body... Not much of a crowd...  damn I should have spent my time @ Tropicana Co�aso! http://myloc.me/2aDb
4,"actually it is, but just not the graduates. haahah NAH I JOKE "
4,Our Boxer just had her first 2 puppies - an all white male &amp; a red and white female - at least 4 more to come 
4,at at quincea�era. my head hurts and i refuse to dance. 
4,going to get my summer reads  yay!
0,@canadamcflyfan That's the bad point of hockey. You love players but it's not the opinion of everyone and they get traded 
4,"@teacherken Hey Ken, I'm not messing with you after reading this!  http://tinyurl.com/m3zh5r"
4,chillin bored drinking a margarita. txt me 
0,@Scrablett i sent an angry email to tell telecom and hey kick my behind  booohoo and i sandwich wreastled with hopey today
4,just got back from the most productive vintage shopping spree ever! I love knowing this city inside out 
0,@HayleyAudriena hey what's up how comes I'm never gettin love from u huh? I see a lot of other people gettin it  lol
4,"@a Sure� shall I take my jet down, or are you taking your up today? "
4,"@crazycakes Thanks I have so many great old outfits that are always too dressy for anywhere, so I've started doing photo shoots in them. "
0,@ConservativeGal I'm ranked 2431 
4,hi tweeties ! 
4,"Wow first night of full sleep in a while, it's a great feeling "
0,Just spent three hours at the animal hospital. Neighbor woke me up this morning to tell me @brittanyasdfgh 's cat was hit by a car 
4,looks like its officially not &quot;aadillon&quot; anymore 
0,"@ArtickSkye Thank you, its a sad day.. "
4,@BlakeLewis http://twitpic.com/4fs7s - This is a very pretty picture 
0,Down with fever 
0,@ameliedoll you're right - I'm just trying to fool myself. I still have readings and presentations left.  summer will really be in Sep.
0,13-02-09 = 50% day 
0,I need better tools to get rid of the tree roots.  Bloody impossible things!
4,@MagicalEmi Ooh. Thanks for the link! I'll check it out. 
4,@mattbrownMF aww little matty brown all grown up.  Happy birthday kid!  send my best to the fam!
4,Going to the bellagio casino 
4,@busymommaval If you want I could write a respectful in depth guest post?  Just let me know. 
0,"so yeah, not feeling good today at all "
0,Right before bed last night I ate a bowl full of pickles and then drank a cup of orange juice.  Now my stomach hates me.  
0,Still sick today  Still super excited about Dane cook tommorrow night!!!!
4,"@twudster321 lmfaooooooooooo yeaa  she's an actress, she ain't got no nedd, she got money from her parents lalalalaa"
0,must.sleep.now. 
0,My goal for the week is to keep my Google Reader under 100 unread and all favorites read b4 bed.....I'm already behind 
4,@MichaelCecchin Not sure what U mean. DIVs are just a container. What is the exact problem? Which IE? (There are 3 of them now 
0,It's all over in 10 minutes. 
4,Had lunch at IKEA... Meatballs 
0,"@Wallfish: thanks 4 the info. Client needs to send/receive big attachments, they don't know ftp, cant use google for domains now "
4,It's good to be back 
0,@rhys_isterix  why am I funny?  (ps: @SimbaCatOG is not a happy kitty with u you 
0,@myloft Why 
0,@Re1m0 i hope so 
4,I think I'm going to bed now.  I can't believe the weekend is already over! That was fast!
0,Watchin So U Think U Can Dance n I dnt plan on voting lol. Im also kindda disapointed cause he's not coming. 
0,"WARNING: do not eat almonds, while angry, they make you really frustrated and horny. its not fun "
0,No a\c in florida is terrible. I need a new car 
4,@sweetnlowe if you @ reply yourself then it only shows up on twitter and doesn't go on to facebook 
0,sony vegas didn't work.  but i got another free program thats alot like it. so my vids will improve.
4,In character: You would have to kill me first before I would do that or dress that way  ♫ http://blip.fm/~7egy7
4,Another day....babysitting again 
0,im bloody starving&amp;hav nothin 2 eat 
0,Good Morning Twibulous Ones.....Its my Monday. @ work  this concentration camp ass place smh. Haha that's y I get off early @ 4:30 ; )
0,I feel like I just bought a whole entire Sephora.  But STILA WENT BANKRUPT!!!!!!!! Had to buy some faves while they're available 
4,Comprando leds dos chineses no e-bay! 
4,@LeeTWatts It reminded me why I like baseball (and going to the ballpark). Plus I definitely needed some downtime.  How's ur wkend?
0,"@mcflyharry Harry, says 'hi carol', please, i beg i beg, i cry so much ( please please I LOVE YOU SO MUCH  answer me. you ignore me 2"
4,@ltrujillo83 I am on a &quot;Sabbatical&quot; looking for the new adventure 
